	NUMBER	ENGLISH	CHINESE	POS	STEDT_GLOSS	EVARS	CVARS	CONCEPTICON_ID	CONCEPTICON_GLOSS
1253	1253	wear (a turban)	戴(~包头)	v.	wear (a turban)				
1254	1254	wear (a bracelet)	戴(~手镯)	v.	wear (a bracelet)				
1255	1255	hold up / delay	耽误	v.	hold up / delay				
1256	1256	block (the wind)	挡(~风)	v.	block (the wind)				
1257	1257	fall down (a wall) / topple	倒(墙~)	v.	fall down (a wall) / topple				
1258	1258	topple / tear down (a wall)	弄倒(~墙)	v.	topple / tear down (a wall)				
1259	1259	pound to pieces	捣碎	v.	pound to pieces				
1260	1260	reverse	倒(~过来)	v.	reverse				
1261	1261	pour or throw out (water)	倒掉(~水)	v.	pour or throw out (water)				
1262	1262	arrive	到达	v.	arrive (2nd / 3rd person singular)||arrive	arrive (2nd / 3rd person singular) v.	到达 ((二,三人称单数形式))		
1263	1263	get / acquire	得到	v.	get / acquire				
1264	1264	wait	等待	v.	wait				
1265	1265	quake (earth)	地震	v.	quake (earth)				
1266	1266	lower (the head)	低(~头)	v.	lower (the head)				
1267	1267	nod	点(~头)	v.	nod				
1268	1268	light (a fire)	点(~火)	v.	light (a fire)				
1269	1269	burn	燃烧	v.	burn			1428	BURNING
1270	1270	light (a light)	点(~灯)	v.	light (a light)				
1271	1271	pad	垫	v.	pad				
1272	1272	wither	凋谢	v.	wither				
1273	1273	hold danglingly in the mouth	叼	v.	hold danglingly in the mouth				
1274	1274	drop	掉(~下)	v.	drop				
1275	1275	hang	吊	v.	hang				
1276	1276	fish	钓(~鱼)	v.	fish				
1277	1277	fall over / down	跌倒	v.	fall over / down				
1278	1278	fold up (a quilt)	叠(~被)	v.	fold up (a quilt)				
1279	1279	bite (mosquito)	叮(蚊子~)	v.	bite (mosquito)				
1280	1280	hammer in (a nail)	钉(~钉子)	v.	hammer in (a nail||hammer in (a nail)				
1281	1281	lose / mislay	丢失	v.	lose / mislay	lose / mislay	丢失		
1282	1282	understand / grasp	懂	v.	understand / grasp				
1283	1283	freeze (meat)	冻(肉~)	v.	freeze (meat)				
1284	1284	frostbitten, be (hand)	冻(手~了)	v.	frostbitten, be (hand)				
1285	1285	move	动(虫子在~)	v.	move				
1286	1286	stir / budge	动(~一~)	v.	stir / budge				
1287	1287	read	读	v.	read				
1288	1288	block up / plug	堵塞	v.	block up / plug				
1289	1289	cross (a river)	渡(~河)	v.	cross (a river)				
1290	1290	snap (thread)	断(绳子~)	vi	snap (thread)				
1291	1291	snap (a thread)	弄断(~线)	v.	snap (a thread)				
1292	1292	break / snap (stick)	断(棍子~)	itr.v.	break / snap (stick)				
1293	1293	snap / break (a stick)	弄断(~棍子)	v.	snap / break (a stick)				
1294	1294	heap / stack (hay, grass)	堆(~草)	v.	heap / stack (hay, grass)				
1295	1295	hide oneself	躲藏	v.	hide oneself				
1296	1296	chop / cut (meat)	剁(~肉)	v.	chop / cut (meat)				
1297	1297	stamp (one's foot)	跺(~脚)	v.	stamp (one's foot)				
1298	1298	hungry, be	饿	v.	hungry, be				
1299	1299	occur / happen	发生	v.	occur / happen				
1300	1300	develop (career / undertaking)	发展(事业~)	itr.v.	develop (career / undertaking)				
1301	1301	develop (a career / undertaking)	发展(~事业)	v.	develop (a career / undertaking)				
1302	1302	swear / vow	发誓	v.	swear / vow				
1303	1303	shiver / tremble (from fear) (note:shiver (shiver | tremble +cold))	发抖 ((冷得)~)	v.	shiver / tremble||shiver / tremble (from cold)||shiver / tremble (from fear)	shiver / tremble (from cold) (note:tremble (shiver | tremble +fright)) v.||shiver / tremble v.	发抖 ((怕得)~)||发抖		
1304	1304	ferment	发酵	v.	ferment				
1305	1305	fever, have	发烧	v.	fever, have				
1306	1306	worry / anxious, be	发愁	v.	worry / anxious, be				
1307	1307	germinate / sprout	发芽	v.	germinate / sprout				
1308	1308	punish	罚(处~)	v.	punish				
1309	1309	turn inside out (clothing) or the reverse	翻过来(把衣服~)	v.	turn inside out (clothing) or the reverse	turn inside out (clothing) or the reverse v	翻过来(把衣服~)		
1310	1310	turn over (on bed)	翻身(在床上~)	v.	turn over (on bed)				
1311	1311	oppose	反对	v.	oppose				
1312	1312	ruminate (cow) (note:+cow)	反刍 (牛~)	v.	ruminate||ruminate (cow)	ruminate v.	反刍		
1313	1313	spin (into yarn)	纺(~纱)	v.	spin (into yarn)				
1314	1314	put sthg. somewhere	放(~置)	v.	put sthg. somewhere				
1315	1315	put in (salt)	放(~盐)	v.	put in (salt)				
1316	1316	put out to pasture (sheep) (note:+sheep)	放牧 (放(羊))	v.	put out to pasture (cows)||put out to pasture||put out to pasture (sheep)	put out to pasture (cows) (note:+cattle) v.||put out to pasture v.	放牧 (放(牛))||放牧		
1317	1317	set on fire	放火	v.	set on fire				
1318	1318	fly	飞	v.	fly			1441	FLY (MOVE THROUGH AIR)
1319	1319	divide / share (things)	分(~东西)	v.	divide / share (things)				
1320	1320	divide family property and live apart (offspring)	分家	v.	divide family property and live apart (offspring)				
1321	1321	separate	分离	v.	separate				
1322	1322	separate (cause to)	分开(使~)	v.	separate (cause to)				
1323	1323	crazy, become	疯	v.	crazy, become				
1324	1324	sew (up)	缝	v.	sew (up)				
1325	1325	apply (ointment)	敷	v.	apply (ointment)				
1326	1326	hatch / incubate	孵	v.	hatch / incubate				
1327	1327	put one's hand on (sthg.) for	扶(~着栏杆)	v.	put one's hand on (sthg.) for				
1328	1328	satisfy(conditions, requirements)	符合(~條件)	v.					
1329	1329	conform (cause to) / satisfy	符合(使~)	v.	conform (cause to) / satisfy				
1330	1330	rot	腐烂	v.	rot				
1331	1331	put (soil) on	盖(~土)	v.	put (soil) on				
1332	1332	pull (a quilt) over oneself	盖(~被)	v.	pull (a quilt) over oneself (simplex)||pull (a quilt) over (causative)||pull (a quilt) over oneself	pull (a quilt) over (causative) (note:+tran) v.||pull (a quilt) over oneself (simplex) (note:+intr) v.	盖(~被) ((使)~)||盖(~被) ((自己)~)		
1333	1333	dry, be	干(~了)	v.	dry, be				
1334	1334	go (to market / a fair)	赶集	v.	go (to market / a fair)				
1335	1335	dare	敢	v.	dare				
1336	1336	work / labor	干活儿	v.	work / labor				
1337	1337	tell	告诉	v.	tell				
1338	1338	complain about s.b. to his sup	告状	v.	complain about s.b. to his sup				
1339	1339	cut (meat)	割(~肉)	v.	cut (meat)				
1340	1340	sever (a rope)	割(~绳)	v.	sever (a rope)				
1341	1341	cut off / sever	割断	v.	cut off / sever||cut off / sever (intransitive)||cut off / sever (transitive)	cut off / sever (transitive) (note:+tran) v.||cut off / sever (intransitive) (note:+intr) v.	割断 ((及物动词))||割断 ((不及物动词))		
1342	1342	mow / cut (grass)	割(~草)	v.	mow / cut (grass)				
1343	1343	be on the other side of (a river)	隔（～河）	v.					
1344	1344	hurt (the foot from grit in the shoe)	硌(~脚)	v.	hurt (the foot from grit in the shoe)||hurt (the foot from grit in the shoe) (simplex)||hurt (the foot from grit in the shoe) (causative)	hurt (the foot from grit in the shoe) (simplex) (note:+intr) v.||hurt (the foot from grit in the shoe) (causative) (note:+tran) v.	硌(~脚) ((自动))||硌(~脚) ((使动))		
1345	1345	give	给	v.	give (hand over)||give||give (as a gift)	give (hand over) (note:+gift) v.||give (as a gift) v.	给 (送~)||给 (交~)	1447	GIVE
1346	1346	follow	跟(~在后面)	v.	follow				
1347	1347	plough / till	耕	v.	plough / till				
1348	1348	hook	钩	v.	hook				
1349	1349	enough, be	够	v.	enough, be				
1350	1350	assess / estimate	估计	v.	assess / estimate				
1351	1351	hire / employ (a draught animal) (note:+person)	雇 (~(人))	v.	hire / employ (a person)||hire / employ (a draught animal)||hire / employ	hire / employ (a person) (note:+livestock) v.||hire / employ v.	雇 (~(牲口))||雇		
1352	1352	shave (hairs) / scrape	刮(~毛)	v.	shave (hairs) / scrape				
1353	1353	blow (whirlwind) (note:+whirlwind)	刮(~风) (~(旋风))	v.	blow (whirlwind)||blow (wind)	blow (wind) v.	刮(~风)		
1354	1354	hang (on the wall)	挂(~在墙上)	v.	hang (on the wall)				
1355	1355	hung, be	挂(被~住)	v.	hung, be				
1356	1356	close (the door)	关(~门)	v.	close (the door)				
1357	1357	pen in (sheep)	关(~羊)	v.	pen in (sheep)				
1358	1358	manage (note:manage)	管 (管理)	v.	manage / control||manage	manage / control v.	管		
1359	1359	fill (with water) (field) (note:irrigate)	灌(~水) (~(田))	v.	fill (with water) (kettle)||fill (with water)||fill (with water) (field)||fill (with medicine)	fill (with medicine) (note:force_feed_medicine) v.||fill (with water) (kettle) (note:+kettle) v.||fill (with water) v.	灌(~水) (~(药))||灌(~水) (~(壶))||灌(~水)		
1360	1360	kneel	跪	v.	kneel				
1361	1361	roll (transitive) (note:tran)	滚 ((及物动词))	v.	roll (intransitive)||roll (transitive)||roll	roll (intransitive) (note:intr) v.||roll v.	滚 ((不及物动词))||滚		
1362	1362	celebrate (the New Year)	过年	v.	celebrate (the New Year)				
1363	1363	cross (a bridge)	过(~桥)	v.	cross (a bridge)				
1364	1364	go by (two years) / pass	过(~了两年)	v.	go by (two years) / pass				
1365	1365	shy, be / bashful	害羞	v.	shy, be / bashful			487	SHY
1366	1366	afraid, be	害怕	v.	afraid, be				
1367	1367	ask s.b. to come here / fetch	喊(~人开会)	v.	ask s.b. to come here / fetch				
1368	1368	yell / shout	喊叫	v.	yell / shout				
1369	1369	weld / solder	焊	v.	weld / solder				
1370	1370	drink	喝	v.	drink			1401	DRINK
1371	1371	suitable	合适	adj.	suitable				
1372	1372	close (a book)	合上(~书本)	v.	close (a book)				
1373	1373	hate	恨	v.	hate				
1374	1374	dry by fire	烘	v.	dry by fire				
1375	1375	coax / fool	哄	v.	coax / fool				
1376	1376	regret	后悔	v.	regret				
1377	1377	paddle / row	划(~船)	v.	paddle / row				
1378	1378	draw (a picture)	画(~画儿)	v.	draw (a picture)				
1379	1379	pregnant, be (person) (note:+person)	怀孕 ((指人))	v.	pregnant, be (person)||pregnant, be	pregnant, be v.	怀孕		
1380	1380	doubt	怀疑	v.	doubt				
1381	1381	repay (a debt)	还(~帐)	v.	repay (a debt)				
1382	1382	return (a pen)	还(~钢笔)	v.	return (a pen)				
1383	1383	change	换	v.	change||take (a breath)	take (a breath) (note:take_breath) v.	换 (~(气))		
1384	1384	wave / wield	挥动	v	wave / wield				
1385	1385	return (come back) (note:+go)	回 (~去)	v.	return||return (come back)||return (future)||return (go back)||return (past)	return (future) (note:+past) v.||return (past) (note:+future) v.||return (go back) (note:+come) v.||return v.	回 ((过去时))||回 ((将来时))||回 (~来)||回		
1386	1386	return, cause to	回(使~)	v.	return, cause to				
1387	1387	turn one's head to the back	回头(~看)	v.	turn one's head to the back				
1388	1388	recall / recollect	回忆	v.	recall / recollect				
1389	1389	answer / reply	回答	v.	answer / reply				
1390	1390	destroy / exterminate	毁灭	v.	destroy / exterminate				
1391	1391	destroy (cause to)	毁灭(使~)	v.	destroy (cause to)				
1392	1392	know (to write)	会(~写)	v.	know (to write)				
1393	1393	mix / blend / mingle (rice, bread, etc.)	混合 ((米,面等)~)	v.	mix / blend / mingle (cows, horses, etc.)||mix / blend / mingle||mix / blend / mingle (rice, bread, etc.)	mix / blend / mingle v.||mix / blend / mingle (cows, horses, etc.) (note:mingle +animals intr (mix +animals)) v.	混合||混合 ((牛马等)~)		
1394	1394	mix (cause to) (rice, bread, etc.)	混合(使~) ((米,面等)~)	v.	mix (cause to) (rice, bread, etc.)||mix (cause to) (cows, horses, etc.)||mix (cause to)	mix (cause to) (cows, horses, etc.) v.||mix (cause to) v.	混合(使~) ((牛,马等)~)||混合(使~)		
1395	1395	muddle (the water)	搅浑	v.	muddle (the water)				
1396	1396	alive, become / active (people)	活(~了) ((人)~)	v.	alive, become / active (people)||survive (plants)||alive, become / active||revive (vi.) (animals)	survive (plants) v.||alive, become / active v.||revive (vi.) (animals) vi.	活(~了) ((动物)苏醒)||活(~了)||活(~了) ((植物)成活)		
1397	1397	support / raise	养活	v.	support / raise				
1398	1398	get / gain	获得	v.	get / gain				
1399	1399	mix (powder) with water (stomp w / feet)	和(~泥) ((用脚)踩)	v.	mix (powder) with water (stomp w / feet)||mix (powder) with water	mix (powder) with water v.	和(~泥)		
1400	1400	gather (of water) / build up	积(~水)	itr.v.	gather ( of water) / build up				
1401	1401	accumulate	积攒	v.	accumulate				
1402	1402	gather / assemble	集(聚~)	v.	gather / assemble				
1403	1403	assemble / muster (a team)	集合(~队伍)	v.	assemble / muster (a team)				
1404	1404	press (a tube of toothpaste)	挤(~牙膏)	v.	press (a tube of toothpaste)				
1405	1405	squeeze (for milk)	挤(~奶)	v.	squeeze (for milk)	squeeze (for milk) v	挤(~奶)		
1406	1406	pinch (of a shoe)	挤(~脚)	v.	pinch (of a shoe)				
1407	1407	remember	记得	v.	remember				
1408	1408	deposit / leave with	寄存	v.	deposit / leave with				
1409	1409	send (a letter)	寄(~信)	v.	send (a letter)				
1410	1410	envy	忌妒	v.	envy				
1411	1411	avoid certain food (because of allergy)	忌（~嘴）	v.					
1412	1412	buckle up / fasten (a belt)	系(~腰带)	v.	buckle up / fasten (a belt)				
1413	1413	pick up (food with chopsticks)	夹(~菜)	v.	pick up (food with chopsticks)				
1414	1414	pick up	捡	v.	pick up				
1415	1415	reduce	减	v.	reduce				
1416	1416	scissor (wool, hair)	剪	v.	scissor (for cutting cloth)||scissor||scissor (paper)||scissor (wool, hair)	scissor v.||scissor (for cutting cloth) n.||scissor (paper) v.	剪 (~(羊毛,头发))||剪 ((裁)~)||剪 (~(纸))		
1417	1417	tell (a story)	讲(~故事)	v.	tell (a story)				
1418	1418	land / descend (simplex)	降落 ((自动))	v.	land / descend (causative)||land / descend||land / descend (simplex)	land / descend (causative) v.||land / descend v.	降落 ((使动))||降落		
1419	1419	exchange	交换	v.	exchange				
1420	1420	turn / hand over / consign	交付	v.	turn / hand over / consign				
1421	1421	make friends with	交(~朋友)	v.	make friends with||make friends with (sbj. = male)||make friends with (sbj. = female)	make friends with (sbj. = female) v.||make friends with (sbj. = male) v.	交(~朋友) (~(男友))||交(~朋友) (~(女友))		
1422	1422	water / sprinkle / irrigate	浇(~水)	v.	water / sprinkle / irrigate (flowers)||water / sprinkle / irrigate (earth)||water / sprinkle / irrigate	water / sprinkle / irrigate (earth) v.||water / sprinkle / irrigate (flowers) v.	浇(~水) (~(地))||浇(~水) (~(花))		
1423	1423	burnt / scorched	焦(烧~)	vi	burnt / scorched				
1424	1424	chew	嚼	v.	chew			321	CHEW
1425	1425	teach	教	v.	teach				
1426	1426	crow (of cocks)	叫(公鸡~)	v.	crow (of cocks)				
1427	1427	crow (of hens)	叫(母鸡~)	v.	crow (of hens)				
1428	1428	meow	叫(猫~)	v.	meow				
1429	1429	bray	叫(驴~)	v.	bray				
1430	1430	neigh	叫(马~)	v.	neigh				
1431	1431	moo	叫(牛~)	v.	moo ((female) cow)||moo||moo (bull)	moo (bull) v.||moo ((female) cow) v.	叫(牛~) ((公牛)~)||叫(牛~) ((母牛)~)		
1432	1432	bark	叫(狗~)	v.	bark				
1433	1433	grunt (of pigs)	叫(猪~)	v.	grunt (of pigs)				
1434	1434	baa / bleat	叫(羊~)	v.	baa / bleat				
1435	1435	growl (of wild animals)	叫(老虎~) ((兽)~)	v.	growl (of tigers)||growl (of wild animals)	growl (of tigers) v.	叫(老虎~)		
1436	1436	howl (of wolves) (lit. 'cry')	叫(狼~) ("呻吟")	v.	howl (of wolves)||howl (of wolves) (lit. 'groan / moan')||howl (of wolves) (lit. 'cry')	howl (of wolves) v.||howl (of wolves) (lit. 'groan / moan') v.	叫(狼~)||叫(狼~) ("哭")		
1437	1437	called, be / named (lit. = copula)	叫(~名字) ("是")	v.	called, be / named||called, be / named (lit. = copula)	called, be / named v.	叫(~名字)		
1438	1438	lift (the lid)	揭(~盖子)	v.	lift (the lid)				
1439	1439	bear (fruit)	结(~果子)	v.	bear (fruit)				
1440	1440	freeze / ice up	结冰	v.	freeze / ice up				
1441	1441	marry (lit. 'drink liquor')	结婚 ("举行完婚仪式")	v.	marry (lit. 'drink liquor')||marry||marry (lit. 'hold wedding ceremony')||marry (of a woman)||marry (of a man)	marry (of a woman) v.||marry v.||marry (lit. 'hold wedding ceremony') v.||marry (of a man) v.	结婚 (出嫁)||结婚||结婚 ("喝酒")||结婚 (迎娶,入赘)		
1442	1442	borrow (money)	借(~钱)	v.	borrow (money)||lend (money)	lend (money) v.	借(~钱) (~进)		
1443	1443	borrow (tools)	借(~工具)	v.	borrow (tools)||lend (tools)	lend (tools) v.	借(~工具) (~进)		
1444	1444	soak / steep	浸泡	v.	soak / steep				
1445	1445	ban / forbid / prohibit	禁止	v.	ban / forbid / prohibit				
1446	1446	immerse / submerge	浸入	v.	immerse / submerge				
1447	1447	enter (a house)	进(~屋)	v.	enter (a house) (future)||enter (a house)||enter (a house) (past)	enter (a house) (future) v.||enter (a house) (past) v.	进(~屋) ((过去时))||进(~屋) ((将来时))		
1448	1448	pass / go by	经过	v.	pass / go by				
1449	1449	startle / disturb	惊动	v.	startle / disturb				
1450	1450	startled, be / shy (of animals)	受惊	v.	startled, be / shy (of animals)				
1451	1451	rescue / save	救	v.	rescue / save				
1452	1452	live / reside (lit. 'be at')	居住 ("在")	v.	live / reside (lit. 'be at')||live / reside (lit. 'sit')||live / reside	live / reside v.||live / reside (lit. 'sit') v.	居住||居住 ("坐")	1099	RESIDE
1453	1453	raise (the hand)	举(~手)	v.	raise (the hand)				
1454	1454	saw	锯	v.	saw				
1455	1455	get together, all / assemble	聚齐	v.	get together, all / assemble				
1456	1456	roll up (cloth)	卷(~布)	v.	roll up (cloth)||roll up (sleeve)	roll up (sleeve) v.	卷(~布) (~(袖子))		
1457	1457	huddle / curl up	蜷缩	v.	huddle / curl up				
1458	1458	dig / excavate	掘	v.	dig / excavate				
1459	1459	block / obstruct (by a thorn)	卡主 ((被石头)~)	v.	block / obstruct (by a thorn)||block / obstruct||block / obstruct (by a rock)	block / obstruct v.||block / obstruct (by a rock) v.	卡主||卡主 ((被刺)~)		
1460	1460	obstruct (cause to) / block	卡主(使~)	v.	obstruct (cause to) / block				
1461	1461	open (a door)	开(~门)	v.	open (a door)				
1462	1462	boiling, be (water)	开(水~了)	v.	boiling, be (water)				
1463	1463	blossom (of flowers)	开(花~了)	v.	blossom (of flowers)				
1464	1464	start / drive (a car)	开(~车)	v.	start / drive (a car)				
1465	1465	start / begin	开始	v.	start / begin				
1466	1466	open up wasteland	开荒	v.	open up wasteland				
1467	1467	chop down (trees)	砍(~树)	v.	chop (wood)||chop (firewood, bamboo)||chop down (trees)	chop (firewood, bamboo) v.||chop (wood) (note: (wrong number)) v.	砍(~树) (~(柴,竹))||砍(~树) (~(木头))		
1468	1468	chop / hew	砍(~骨头)	v.	chop / hew				
1469	1469	watch	看	v.	watch				
1470	1470	let s.b. see / show	看(给~)	v.	let s.b. see / show				
1471	1471	see	看见	v.	see			1409	SEE
1472	1472	see (a doctor)	看病(病人~)	v.	see ( a doctor)				
1473	1473	shoulder	扛	v.	shoulder				
1474	1474	warm oneself by (a fire)	烤(~火)	v.	warm oneself by (a fire)||roast (meat)	roast (meat) v.	烤(~火) (~(肉))		
1475	1475	rely / depend on	靠	v.	rely / depend on				
1476	1476	kowtow	磕头	v.	kowtow				
1477	1477	cough	咳嗽	v.	cough				
1478	1478	thirsty, be	渴	v.	thirsty, be				
1479	1479	woodcut	刻 ((木)~)	v.	woodcut||carve / engrave	carve / engrave v.	刻		
1480	1480	agree / consent	肯	v.	agree / consent				
1481	1481	gnaw / nibble	啃	v.	gnaw / nibble				
1482	1482	dig out with finger	抠	v.	dig out with finger				
1483	1483	buckle / button up	扣(~扣子)	v.	buckle / button up				
1484	1484	idle, be / unoccupied	空闲	v.	idle, be / unoccupied				
1485	1485	cry	哭	v.	cry			1420	COUNT
1486	1486	sleepy, be	困(~倦)	v.	sleepy, be				
1487	1487	pull / tug	拉	v.	pull / tug				
1488	1488	empty the bowels	拉屎	v.	empty the bowels				
1489	1489	peppery	辣	adj.	peppery				
1490	1490	leave sthg. behind	落(遗漏[?])	v.	leave sthg. behind				
1491	1491	come (imperative)	来 ((将来时))	v.	come (imperative)||come (1sg)||come (future)||come (past)||come	come (past) v.||come (future) v.||come (1sg) v.||come v.	来 ((命令式))||来 ((过去时))||来 ((我)~)||来	1446	COME
1492	1492	drag for / dredge up	捞	v.	drag for / dredge up				
1493	1493	old, be	老	v.	old, be				
1494	1494	rein in	勒	v.	rein in				
1495	1495	tired, be / fatigued	累	v.	tired, be / fatigued				
1496	1496	connect / join	连接	v.	connect / join				
1497	1497	measure	量	v.	measure (with a grain measure (Ch. 'dou3')||measure||measure (with the hands)||measure (length)	measure (with the hands) v.||measure (length) v.||measure (with a grain measure (Ch. 'dou3') v.	量 ((用手)~)||量 ((用斗)~)||量 (~(长度))		
1498	1498	dry (clothes) in the air	晾(~衣)	v.	dry (clothes) in the air				
1499	1499	chat	聊天	v.	chat				
1500	1500	split open / rend (earth, melon, etc.)	裂开 ((地,瓜等)~)	v.	split open / rend (earth, melon, etc.)||split open / rend||split open / rend (wooden things)	split open / rend (wooden things) v.||split open / rend v.	裂开 ((木制品)~)||裂开		
1501	1501	drench	淋	v.	drench				
1502	1502	flow (of water)	流(水~)	v.	flow (of water)			2003	FLOW
1503	1503	reserve (seeds)	留(~种)	v.	reserve (seeds)				
1504	1504	deaf, be	聋	v.	deaf, be				
1505	1505	cuddle / embrace	搂(~在怀里)	v.	cuddle / embrace				
1506	1506	leak (iron pot)	漏(~水) ((石锅)~)	v.	leak (iron pot)||leak (stone pot)||leak (room)||leak	leak (stone pot) v.||leak v.||leak (room) v.	漏(~水) ((铁锅)~)||漏(~水)||漏(~水) ((房子)~)		
1507	1507	s.b.'s turn be	轮到	v.	s.b.'s turn				
1508	1508	filter / strain	滤	v.	old / elderly||filter / strain	old / elderly	滤		
1509	1509	messy, be / in chaos	乱(~了)	v.	messy, be / in chaos				
1510	1510	mess up	弄乱	v.	mess up				
1511	1511	pile / stack up (books, quilts, etc.)	摞 (~(书,被等))	v.	pile / stack up (books, quilts, etc.)||pile / stack up||pile / stack up (firewood)	pile / stack up (firewood) v.||pile / stack up v.	摞 (~(柴))||摞		
1512	1512	set (of the sun)	落(太阳~)	v	set (of the sun)	set (of the sun) v.	落(太阳~)		
1513	1513	numb, be (hand)	麻木 ((手)~)	v.	numb, be||numb, be (mouth)||numb, be (foot)||numb, be (hand)	numb, be (foot) v.||numb, be (mouth) v.||numb, be v.	麻木 ((口)~)||麻木 ((脚)~)||麻木		
1514	1514	scold	骂	v.	scold				
1515	1515	bury	埋	v.	bury				
1516	1516	buy	买	v.	buy			1869	BUY
1517	1517	sell	卖	v.	sell				
1518	1518	full, be / filled up	满(~了)	v.	full, be / filled up				
1519	1519	there isn't / aren't	没有 (~(人))	v.	there isn't / aren't||have, do not	have, do not v.	没有		
1520	1520	cover up (objects)	蒙盖	v.	cover up (objects)				
1521	1521	cry / chirp (of birds)	鸣(鸟~)	v.	cry / chirp (of birds)				
1522	1522	die out (of fire)	灭(火~)	v.	die out (of fire)				
1523	1523	close (the mouth) lightly	抿着(~嘴)	v.	close (the mouth) lightly				
1524	1524	understand	明白	v.	understand				
1525	1525	stroke / touch	摸	v.	stroke / touch				
1526	1526	whet (a knife)	磨(~刀)	v.	whet (a knife)				
1527	1527	grind (flour)	磨(~面)	v.	grind (flour)				
1528	1528	take / hold / get	拿	v.	take / hold / get				
1529	1529	taken hold of, have / gotten	拿到	v.	taken hold of, have / gotten				
1530	1530	scratch (an itch)	挠(~痒)	v.	scratch (an itch)			1436	SCRATCH
1531	1531	can	能够	v.	can				
1532	1532	shrivel up / wither	蔫(花~)	v.	shrivel up / wither				
1533	1533	twist (a towel)	拧(~毛巾)	v.	twist (a towel)				
1534	1534	solidify / congeal	凝固	v.	solidify / congeal				
1535	1535	throw up / vomit	呕吐	v.	throw up / vomit			1278	VOMIT
1536	1536	crawl (of people)	爬(人~)	v.	crawl (of babies)||crawl (of people)||crawl (upwards)	crawl (of babies) v.||crawl (upwards) v.	爬(人~) ((向上)~)||爬(人~) ((婴儿)~)		
1537	1537	crawl (of insects)	爬(虫子~)	v.	crawl (of insects)||crawl (of insects, horizontally)||crawl (of insects, upwards)	crawl (of insects, horizontally) v.||crawl (of insects, upwards) v.	爬(虫子~) ((平着)~)||爬(虫子~) ((向上)~)		
1538	1538	climb (a mountain)	爬(~山)	v.	climb (a mountain)				
1539	1539	climb up (a tree)	爬(~树)	v.	climb up (a tree)				
1540	1540	strike (the table)	拍(~桌子)	v.	strike (the table)				
1541	1541	line up	排(~队)	v.	line up				
1542	1542	send / dispatch (a person)	派(~人)	v.	send / dispatch (a person)				
1543	1543	circle / hover / wheel	盘旋	v.	circle / hover / wheel				
1544	1544	run	跑	v.	run				
1545	1545	pickle (vegetables)	泡(~菜) (~(菜))	v.	pickle (vegetables)||make (tea)	make (tea) v.	泡(~菜)		
1546	1546	compensate	赔偿	v.	compensate				
1547	1547	sustain losses (in business)	赔(~本)	v.	sustain losses (in business)				
1548	1548	wear / bear	佩带	v.	wear / bear				
1549	1549	expand / swell	膨胀	v.	expand / swell				
1550	1550	collide / run into	碰撞	v.	collide / run into				
1551	1551	drape (a garment) over one's shoulders	披(~衣)	v.	drape (a garment) over one's shoulders				
1552	1552	chop (firewood)	劈(~柴)	v.	chop (firewood)				
1553	1553	float	漂浮	v.	float			1574	FLOAT
1554	1554	splash / sprinkle	泼(~水)	v.	splash / sprinkle				
1555	1555	split up (bamboo strips)	破(~篾)	v.	split up (bamboo strips)				
1556	1556	become worn through (clothing)	破(衣服~了)	v.	become worn through (clothing)				
1557	1557	split up (bamboo pole)	破(竹竿~了)	v.	split up (bamboo pole)				
1558	1558	damaged, be (house) / cave in	破(房子~了)	v.	damaged, be (house) / cave in				
1559	1559	broken, be (bowls)	破(碗~了)	v.	broken, be (bowls)||broken (bowls)	broken (bowls) vi	破(碗~了)		
1560	1560	break / smash (a bowl)	打破(~碗)	v.	break / smash (a bowl)				
1561	1561	cut / rip open	剖	v.	cut / rip open				
1562	1562	pave / lay	铺	v.	pave / lay				
1563	1563	bully / treat s.b. rough	欺负	v.	bully / treat s.b. rough				
1564	1564	deceive / cheat (people)	欺骗 (骗(人))	v.	deceived, be / cheated, be||deceive / cheat (people)||deceive / cheat	deceive / cheat v.||deceived, be / cheated, be v.	欺骗||欺骗 (受骗)		
1565	1565	build by laying bricks, stones, etc.	砌	v.	build (stove) by laying bricks, stones, etc.||build (wall) by laying bricks, stones, etc.||build by laying bricks, stones, etc.	build (stove) by laying bricks, stones, etc. v.||build (wall) by laying bricks, stones, etc. v.	砌 (~(墙))||砌 (~(灶))		
1566	1566	ride (a horse)	骑	v.	ride (a horse)				
1567	1567	rise / stand up	起来	v.	get up (out of bed)||rise / stand up	get up (out of bed) v.	起来 ((站)~)		
1568	1568	pull / lead (a cow) along	牵(~牛)	v.	pull / lead (a cow) along			1455	PULL
1569	1569	owe (money)	欠(~钱)	v.	owe (money)				
1570	1570	rob / loot	抢	v.	rob / loot				
1571	1571	knock / strike	敲	v.	knock / strike				
1572	1572	warped, be (e.g. wooden boards)	翘(~尾巴) (~(板子))	v.	warped, be (e.g. wooden boards)||raise (the tail)	raise (the tail) v.	翘(~尾巴)		
1573	1573	prize / pry	撬	v.	prize / pry				
1574	1574	cut up (vegetable)	切(~菜)	v.	cut up (meat)||cut up (melon)||cut up (vegetable)	cut up (melon) v.||cut up (meat) v.	切(~菜) (~(瓜))||切(~菜) (~(肉))		
1575	1575	embrace a child cheek to cheek	亲(~小孩)	v.	embrace a child cheek to cheek				
1576	1576	drive out / expel	驱逐	v.	drive out / expel				
1577	1577	get / fetch	取	v.	get / fetch				
