ID	ID	LOCAL_ID	LANGUAGE_ID	PARAMETER_ID	VALUE	FORM	SEGMENTS	COMMENT	SOURCE	COGNACY	LOAN	CONCEPT_NAME	CONCEPT_CONCEPTICON_ID	CONCEPT_CONCEPTICON_GLOSS	LANGUAGE_NAME	LANGUAGE_GLOTTOCODE	LANGUAGE_GLOTTOLOG_NAME	LANGUAGE_ISO639P3CODE	LANGUAGE_MACROAREA	LANGUAGE_FAMILY	DOCULECT	CONCEPT	IPA	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGIDS
3861	bahengwest-Chen-2013-888-157-1		bahengwest	Chen-2013-888-157	tɕo³⁵	tɕo³⁵	tɕ o ³⁵		Chen2013			猴子	1350	MONKEY	Baheng, West	pahn1237					Baheng, West	猴子	tɕo³⁵	2 7 8	AXT	CU2	2	2.C.C 2.U.V 2.2.T	1.6 3.0 1.0	0	1093
14850	luobuoheeastern-Chen-2013-888-611-1		luobuoheeastern	Chen-2013-888-611	tə⁰²qo³¹ʔjɛ³¹	tə⁰²qo³¹ʔjɛ³¹	t ə ²/⁰ + q o ³¹ + ʔ j ɛ ³¹		Chen2013			甜	717	SWEET	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	甜	tə²/⁰+qo³¹+ʔjɛ³¹	1 7 8 9 1 7 8 9 1 6 7 8	AXT_AXT_ACXT	TE6_KU3_HJE3	7	7.T.C 7.E.V 7.6.T 7._._ 7.K.C 7.U.V 7.3.T 7._._ 7.H.C 7.J.C 7.E.V 7.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	1107 1102 1108
14851	luobuohewestern-Chen-2013-888-611-1		luobuohewestern	Chen-2013-888-611	qo³¹ʔja³¹; qen³¹	qo³¹ʔja³¹	q o ³¹ + ʔ j a ³¹		Chen2013			甜	717	SWEET	Luobuohe, Western	luop1235					Luobuohe, Western	甜	qo³¹+ʔja³¹	1 7 8 9 1 6 7 8	AXT_ACXT	KU3_HJA3	8	8.K.C 8.U.V 8.3.T 8._._ 8.H.C 8.J.C 8.A.V 8.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	1102 1108
14853	chuanqiandiancentralguizhou-Chen-2013-888-611-1		chuanqiandiancentralguizhou	Chen-2013-888-611	qõ²⁴ʐa²⁴	qõ²⁴ʐa²⁴	q õ ²⁴ + ʐ a ²⁴		Chen2013			甜	717	SWEET	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	甜	qõ²⁴+ʐa²⁴	1 7 8 9 3 7 8	AXT_AXT	KU2_SA2	4	4.K.C 4.U.V 4.2.T 4._._ 4.S.C 4.A.V 4.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	1102 1103
14854	chuanqiandiansouthernguizhou-Chen-2013-888-611-1		chuanqiandiansouthernguizhou	Chen-2013-888-611	hua³²ʐɪ³²	hua³²ʐɪ³²	h ua ³² + ʐ ɪ ³²		Chen2013			甜	717	SWEET	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	甜	hua³²+ʐɪ³²	3 7 8 9 3 7 8	AXT_AXT	HY3_SI3	6	6.H.C 6.Y.V 6.3.T 6._._ 6.S.C 6.I.V 6.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	1106 1103
14855	chuanqiandiannortheastyunnan-Chen-2013-888-611-1		chuanqiandiannortheastyunnan	Chen-2013-888-611	qaɯ⁵⁵mu⁵⁵	qaɯ⁵⁵mu⁵⁵	q a ɯ ⁵⁵ + m u ⁵⁵		Chen2013			甜	717	SWEET	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	甜	qaɯ⁵⁵+mu⁵⁵	1 7 7 8 9 4 7 8	AXYT_AXT	KAI5_MY5	5	5.K.C 5.A.V 5.I.V 5.5.T 5._._ 5.M.C 5.Y.V 5.5.T	1.6 3.0 3.0 1.0 0.0 1.6 3.0 1.0	0	1104 1105
14859	qiandongeast-Chen-2013-888-611-1		qiandongeast	Chen-2013-888-611	qan²⁴njan²²	qan²⁴njan²²	q a n ²⁴ + nʲ a n ²²		Chen2013			甜	717	SWEET	Qiandong, East	east2370					Qiandong, East	甜	qan²⁴+nʲan²²	1 7 4 8 9 4 7 4 8	AXLT_AXLT	KAN2_NAN1	9	9.K.C 9.A.V 9.N.c 9.2.T 9._._ 9.N.C 9.A.V 9.N.c 9.1.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	0	1102 1109
14861	qiandongwest-Chen-2013-888-611-1		qiandongwest	Chen-2013-888-611	qæ̃ ɣa⁴⁴	qæ̃ ɣa⁴⁴	q æ̃ _ ɣ a ⁴⁴		Chen2013			甜	717	SWEET	Qiandong, West						Qiandong, West	甜	qæ̃_ɣa⁴⁴	1 7 9 3 7 8	AX_AXT	KE_GA5	10	10.K.C 10.E.V 10._._ 10.G.C 10.A.V 10.5.T	1.6 3.0 0.0 1.6 3.0 1.0	0	1102 1103
14862	bahengwest-Chen-2013-888-611-1		bahengwest	Chen-2013-888-611	qai³⁵	qai³⁵	q ai ³⁵		Chen2013			甜	717	SWEET	Baheng, West	pahn1237					Baheng, West	甜	qai³⁵	1 7 8	AXT	KA2	2	2.K.C 2.A.V 2.2.T	1.6 3.0 1.0	0	1102
14863	bahengeast-Chen-2013-888-611-1		bahengeast	Chen-2013-888-611	qei³⁵	qei³⁵	q ei ³⁵		Chen2013			甜	717	SWEET	Baheng, East	pahn1237					Baheng, East	甜	qei³⁵	1 7 8	AXT	KE2	1	1.K.C 1.E.V 1.2.T	1.6 3.0 1.0	0	1102
14852	chuanqiandian-Chen-2013-888-611-1		chuanqiandian	Chen-2013-888-611	qaŋ⁴³ʐa²⁴	qaŋ⁴³ʐa²⁴	q a ŋ ⁴³ + ʐ a ²⁴		Chen2013			甜	717	SWEET	Chuanqiandian	chua1256					Chuanqiandian	甜	qaŋ⁴³+ʐa²⁴	1 7 4 8 9 3 7 8	AXLT_AXT	KAN3_SA2	3	3.K.C 3.A.V 3.N.c 3.3.T 3._._ 3.S.C 3.A.V 3.2.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	0	1102 1103
18325	qiandongwest-Chen-2013-888-754-1		qiandongwest	Chen-2013-888-754	ɬja³³	ɬja³³	ɬ j a ³³		Chen2013			留	2003	FLOW	Qiandong, West						Qiandong, West	留	ɬja³³	5 6 7 8	ACXT	LJA4	10	10.L.C 10.J.C 10.A.V 10.4.T	1.6 1.2 3.0 1.0	0	1111
18327	bahengeast-Chen-2013-888-754-1		bahengeast	Chen-2013-888-754	kʰa³¹	kʰa³¹	kʰ a ³¹		Chen2013			留	2003	FLOW	Baheng, East	pahn1237					Baheng, East	留	kʰa³¹	1 7 8	AXT	KA3	1	1.K.C 1.A.V 1.3.T	1.6 3.0 1.0	0	1110
18314	luobuoheeastern-Chen-2013-888-754-1		luobuoheeastern	Chen-2013-888-754	qo²⁴	qo²⁴	q o ²⁴		Chen2013			留	2003	FLOW	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	留	qo²⁴	1 7 8	AXT	KU2	7	7.K.C 7.U.V 7.2.T	1.6 3.0 1.0	0	1110
18315	luobuohewestern-Chen-2013-888-754-1		luobuohewestern	Chen-2013-888-754	qo³⁵	qo³⁵	q o ³⁵		Chen2013			留	2003	FLOW	Luobuohe, Western	luop1235					Luobuohe, Western	留	qo³⁵	1 7 8	AXT	KU2	8	8.K.C 8.U.V 8.2.T	1.6 3.0 1.0	0	1110
18316	chuanqiandian-Chen-2013-888-754-1		chuanqiandian	Chen-2013-888-754	nʈou³¹	nʈou³¹	ⁿʈ ɔ ³¹		Chen2013			留	2003	FLOW	Chuanqiandian	chua1256					Chuanqiandian	留	ⁿʈɔ³¹	1 7 8	AXT	TU3	3	3.T.C 3.U.V 3.3.T	1.6 3.0 1.0	0	1112
18317	chuanqiandiancentralguizhou-Chen-2013-888-754-1		chuanqiandiancentralguizhou	Chen-2013-888-754	sə⁴²	sə⁴²	s ə ⁴²		Chen2013			留	2003	FLOW	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	留	sə⁴²	3 7 8	AXT	SE3	4	4.S.C 4.E.V 4.3.T	1.6 3.0 1.0	0	1113
18318	chuanqiandiansouthernguizhou-Chen-2013-888-754-1		chuanqiandiansouthernguizhou	Chen-2013-888-754	lo¹³	lo¹³	l o ¹³		Chen2013			留	2003	FLOW	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	留	lo¹³	5 7 8	AXT	LU2	6	6.L.C 6.U.V 6.2.T	1.6 3.0 1.0	0	1115
18323	qiandongeast-Chen-2013-888-754-1		qiandongeast	Chen-2013-888-754	ljeu²²	ljeu²²	l j eu ²²		Chen2013			留	2003	FLOW	Qiandong, East	east2370					Qiandong, East	留	ljeu²²	5 6 7 8	ACXT	LJE1	9	9.L.C 9.J.C 9.E.V 9.1.T	1.6 1.2 3.0 1.0	0	1111
18319	chuanqiandiannortheastyunnan-Chen-2013-888-754-1		chuanqiandiannortheastyunnan	Chen-2013-888-754	tsɿ⁵⁵	tsɿ⁵⁵	ts ɿ ⁵⁵		Chen2013			留	2003	FLOW	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	留	tsɿ⁵⁵	2 7 8	AXT	CI5	5	5.C.C 5.I.V 5.5.T	1.6 3.0 1.0	1	1114
18326	bahengwest-Chen-2013-888-754-1		bahengwest	Chen-2013-888-754	lju³³	lju³³	l j u ³³		Chen2013			留	2003	FLOW	Baheng, West	pahn1237					Baheng, West	留	lju³³	5 6 7 8	ACXT	LJY4	2	2.L.C 2.J.C 2.Y.V 2.4.T	1.6 1.2 3.0 1.0	0	1111
15703	luobuoheeastern-Chen-2013-888-646-1		luobuoheeastern	Chen-2013-888-646	ʔmuŋ³¹	ʔmuŋ³¹	ʔ m u ŋ ³¹		Chen2013			病	1847	SICK	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	病	ʔmuŋ³¹	1 4 7 4 8	ACXLT	HMYN3	7	7.H.C 7.M.C 7.Y.V 7.N.c 7.3.T	1.6 1.2 3.0 1.1 1.0	0	1116
15704	luobuohewestern-Chen-2013-888-646-1		luobuohewestern	Chen-2013-888-646	ven³⁵	ven³⁵	v e n ³⁵		Chen2013			病	1847	SICK	Luobuohe, Western	luop1235					Luobuohe, Western	病	ven³⁵	3 7 4 8	AXLT	BEN2	8	8.B.C 8.E.V 8.N.c 8.2.T	1.6 3.0 1.1 1.0	0	1117
15705	chuanqiandian-Chen-2013-888-646-1		chuanqiandian	Chen-2013-888-646	mau⁴³	mau⁴³	m au ⁴³		Chen2013			病	1847	SICK	Chuanqiandian	chua1256					Chuanqiandian	病	mau⁴³	4 7 8	AXT	MA3	3	3.M.C 3.A.V 3.3.T	1.6 3.0 1.0	0	1116
15706	chuanqiandiancentralguizhou-Chen-2013-888-646-1		chuanqiandiancentralguizhou	Chen-2013-888-646	mõ²⁴; plẽ⁴²	mõ²⁴	m õ ²⁴		Chen2013			病	1847	SICK	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	病	mõ²⁴	4 7 8	AXT	MU2	4	4.M.C 4.U.V 4.2.T	1.6 3.0 1.0	0	1116
15707	chuanqiandiansouthernguizhou-Chen-2013-888-646-1		chuanqiandiansouthernguizhou	Chen-2013-888-646	məŋ³²	məŋ³²	m ə ŋ ³²		Chen2013			病	1847	SICK	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	病	məŋ³²	4 7 4 8	AXLT	MEN3	6	6.M.C 6.E.V 6.N.c 6.3.T	1.6 3.0 1.1 1.0	0	1116
15708	chuanqiandiannortheastyunnan-Chen-2013-888-646-1		chuanqiandiannortheastyunnan	Chen-2013-888-646	mo⁵⁵	mo⁵⁵	m o ⁵⁵		Chen2013			病	1847	SICK	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	病	mo⁵⁵	4 7 8	AXT	MU5	5	5.M.C 5.U.V 5.5.T	1.6 3.0 1.0	0	1116
15712	qiandongeast-Chen-2013-888-646-1		qiandongeast	Chen-2013-888-646	tsan⁵³	tsan⁵³	ts a n ⁵³		Chen2013			病	1847	SICK	Qiandong, East	east2370					Qiandong, East	病	tsan⁵³	2 7 4 8	AXLT	CAN3	9	9.C.C 9.A.V 9.N.c 9.3.T	1.6 3.0 1.1 1.0	0	1118
15714	qiandongwest-Chen-2013-888-646-1		qiandongwest	Chen-2013-888-646	muŋ⁴⁴; pjaŋ²²	muŋ⁴⁴	m u ŋ ⁴⁴		Chen2013			病	1847	SICK	Qiandong, West						Qiandong, West	病	muŋ⁴⁴	4 7 4 8	AXLT	MYN5	10	10.M.C 10.Y.V 10.N.c 10.5.T	1.6 3.0 1.1 1.0	0	1116
15715	bahengwest-Chen-2013-888-646-1		bahengwest	Chen-2013-888-646	ma³⁵	ma³⁵	m a ³⁵		Chen2013			病	1847	SICK	Baheng, West	pahn1237					Baheng, West	病	ma³⁵	4 7 8	AXT	MA2	2	2.M.C 2.A.V 2.2.T	1.6 3.0 1.0	0	1116
15716	bahengeast-Chen-2013-888-646-1		bahengeast	Chen-2013-888-646	ma³⁵	ma³⁵	m a ³⁵		Chen2013			病	1847	SICK	Baheng, East	pahn1237					Baheng, East	病	ma³⁵	4 7 8	AXT	MA2	1	1.M.C 1.A.V 1.2.T	1.6 3.0 1.0	0	1116
20607	luobuoheeastern-Chen-2013-888-848-1		luobuoheeastern	Chen-2013-888-848	tsəu⁵⁵kʰo³³	tsəu⁵⁵kʰo³³	ts əu ⁵⁵ + kʰ o ³³		Chen2013			痒	148	ITCH	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	痒	tsəu⁵⁵+kʰo³³	2 7 8 9 1 7 8	AXT_AXT	CE5_KU4	7	7.C.C 7.E.V 7.5.T 7._._ 7.K.C 7.U.V 7.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	1121 1123
20608	luobuohewestern-Chen-2013-888-848-1		luobuohewestern	Chen-2013-888-848	tsɿ⁵⁵kʰo³¹	tsɿ⁵⁵kʰo³¹	ts ɿ ⁵⁵ + kʰ o ³¹		Chen2013			痒	148	ITCH	Luobuohe, Western	luop1235					Luobuohe, Western	痒	tsɿ⁵⁵+kʰo³¹	2 7 8 9 1 7 8	AXT_AXT	CI5_KU3	8	8.C.C 8.I.V 8.5.T 8._._ 8.K.C 8.U.V 8.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	1121 1123
20609	chuanqiandian-Chen-2013-888-848-1		chuanqiandian	Chen-2013-888-848	tsau⁴³	tsau⁴³	ts au ⁴³		Chen2013			痒	148	ITCH	Chuanqiandian	chua1256					Chuanqiandian	痒	tsau⁴³	2 7 8	AXT	CA3	3	3.C.C 3.A.V 3.3.T	1.6 3.0 1.0	0	1121
20610	chuanqiandiancentralguizhou-Chen-2013-888-848-1		chuanqiandiancentralguizhou	Chen-2013-888-848	tə⁰²kʰə⁴²	tə⁰²kʰə⁴²	t ə ²/⁰ + kʰ ə ⁴²		Chen2013			痒	148	ITCH	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	痒	tə²/⁰+kʰə⁴²	1 7 8 9 1 7 8	AXT_AXT	TE6_KE3	4	4.T.C 4.E.V 4.6.T 4._._ 4.K.C 4.E.V 4.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	1122 1123
20611	chuanqiandiansouthernguizhou-Chen-2013-888-848-1		chuanqiandiansouthernguizhou	Chen-2013-888-848	kwo¹³	kwo¹³	k w o ¹³		Chen2013			痒	148	ITCH	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	痒	kwo¹³	1 6 7 8	ACXT	KWU2	6	6.K.C 6.W.C 6.U.V 6.2.T	1.6 1.2 3.0 1.0	0	1124
20612	chuanqiandiannortheastyunnan-Chen-2013-888-848-1		chuanqiandiannortheastyunnan	Chen-2013-888-848	kʰau¹¹kʰau¹¹	kʰau¹¹kʰau¹¹	kʰ au ¹¹ + kʰ au ¹¹		Chen2013			痒	148	ITCH	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	痒	kʰau¹¹+kʰau¹¹	1 7 8 9 1 7 8	AXT_AXT	KA1_KA1	5	5.K.C 5.A.V 5.1.T 5._._ 5.K.C 5.A.V 5.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	1119 1123
20617	qiandongwest-Chen-2013-888-848-1		qiandongwest	Chen-2013-888-848	ke¹¹	ke¹¹	k e ¹¹		Chen2013			痒	148	ITCH	Qiandong, West						Qiandong, West	痒	ke¹¹	1 7 8	AXT	KE1	10	10.K.C 10.E.V 10.1.T	1.6 3.0 1.0	0	1119
20618	bahengwest-Chen-2013-888-848-1		bahengwest	Chen-2013-888-848	ŋu⁵³	ŋu⁵³	ŋ u ⁵³		Chen2013			痒	148	ITCH	Baheng, West	pahn1237					Baheng, West	痒	ŋu⁵³	4 7 8	AXT	NY3	2	2.N.C 2.Y.V 2.3.T	1.6 3.0 1.0	0	1120
20619	bahengeast-Chen-2013-888-848-1		bahengeast	Chen-2013-888-848	ŋku⁵³	ŋku⁵³	ⁿk u ⁵³		Chen2013			痒	148	ITCH	Baheng, East	pahn1237					Baheng, East	痒	ⁿku⁵³	1 7 8	AXT	KY3	1	1.K.C 1.Y.V 1.3.T	1.6 3.0 1.0	0	1119
13501	luobuoheeastern-Chen-2013-888-556-1		luobuoheeastern	Chen-2013-888-556	tə⁰²qlo³¹	tə⁰²qlo³¹	t ə ²/⁰ + q l o ³¹		Chen2013			白	1335	WHITE	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	白	tə²/⁰+qlo³¹	1 7 8 9 1 5 7 8	AXT_ACXT	TE6_KLU3	7	7.T.C 7.E.V 7.6.T 7._._ 7.K.C 7.L.C 7.U.V 7.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	1127 1129
13502	luobuohewestern-Chen-2013-888-556-1		luobuohewestern	Chen-2013-888-556	tə⁰²qlo³¹	tə⁰²qlo³¹	t ə ²/⁰ + q l o ³¹		Chen2013			白	1335	WHITE	Luobuohe, Western	luop1235					Luobuohe, Western	白	tə²/⁰+qlo³¹	1 7 8 9 1 5 7 8	AXT_ACXT	TE6_KLU3	8	8.T.C 8.E.V 8.6.T 8._._ 8.K.C 8.L.C 8.U.V 8.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	1127 1129
13503	chuanqiandian-Chen-2013-888-556-1		chuanqiandian	Chen-2013-888-556	tɬo⁴³	tɬo⁴³	tɬ o ⁴³		Chen2013			白	1335	WHITE	Chuanqiandian	chua1256					Chuanqiandian	白	tɬo⁴³	1 7 8	AXT	TU3	3	3.T.C 3.U.V 3.3.T	1.6 3.0 1.0	0	1127
13504	chuanqiandiancentralguizhou-Chen-2013-888-556-1		chuanqiandiancentralguizhou	Chen-2013-888-556	tɬə²⁴	tɬə²⁴	tɬ ə ²⁴		Chen2013			白	1335	WHITE	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	白	tɬə²⁴	1 7 8	AXT	TE2	4	4.T.C 4.E.V 4.2.T	1.6 3.0 1.0	0	1127
13505	chuanqiandiansouthernguizhou-Chen-2013-888-556-1		chuanqiandiansouthernguizhou	Chen-2013-888-556	ɬə³²	ɬə³²	ɬ ə ³²		Chen2013			白	1335	WHITE	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	白	ɬə³²	5 7 8	AXT	LE3	6	6.L.C 6.E.V 6.3.T	1.6 3.0 1.0	0	1128
13506	chuanqiandiannortheastyunnan-Chen-2013-888-556-1		chuanqiandiannortheastyunnan	Chen-2013-888-556	tɬey⁵⁵	tɬey⁵⁵	tɬ ey ⁵⁵		Chen2013			白	1335	WHITE	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	白	tɬey⁵⁵	1 7 8	AXT	TE5	5	5.T.C 5.E.V 5.5.T	1.6 3.0 1.0	0	1127
13510	qiandongeast-Chen-2013-888-556-1		qiandongeast	Chen-2013-888-556	so²⁴	so²⁴	s o ²⁴		Chen2013			白	1335	WHITE	Qiandong, East	east2370					Qiandong, East	白	so²⁴	3 7 8	AXT	SU2	9	9.S.C 9.U.V 9.2.T	1.6 3.0 1.0	0	1130
13512	qiandongwest-Chen-2013-888-556-1		qiandongwest	Chen-2013-888-556	ɬo⁴⁴	ɬo⁴⁴	ɬ o ⁴⁴		Chen2013			白	1335	WHITE	Qiandong, West						Qiandong, West	白	ɬo⁴⁴	5 7 8	AXT	LU5	10	10.L.C 10.U.V 10.5.T	1.6 3.0 1.0	0	1128
13513	bahengwest-Chen-2013-888-556-1		bahengwest	Chen-2013-888-556	kɔ³⁵	kɔ³⁵	k ɔ ³⁵		Chen2013			白	1335	WHITE	Baheng, West	pahn1237					Baheng, West	白	kɔ³⁵	1 7 8	AXT	KU2	2	2.K.C 2.U.V 2.2.T	1.6 3.0 1.0	0	1126
13514	bahengeast-Chen-2013-888-556-1		bahengeast	Chen-2013-888-556	kwau³⁵	kwau³⁵	k w au ³⁵		Chen2013			白	1335	WHITE	Baheng, East	pahn1237					Baheng, East	白	kwau³⁵	1 6 7 8	ACXT	KWA2	1	1.K.C 1.W.C 1.A.V 1.2.T	1.6 1.2 3.0 1.0	0	1125
10925	chuanqiandiancentralguizhou-Chen-2013-888-451-1		chuanqiandiancentralguizhou	Chen-2013-888-451	pa⁴²	pa⁴²	p a ⁴²		Chen2013			百	1634	HUNDRED	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	百	pa⁴²	1 7 8	AXT	PA3	4	4.P.C 4.A.V 4.3.T	1.6 3.0 1.0	0	1131
10926	chuanqiandiansouthernguizhou-Chen-2013-888-451-1		chuanqiandiansouthernguizhou	Chen-2013-888-451	pa⁵⁵	pa⁵⁵	p a ⁵⁵		Chen2013			百	1634	HUNDRED	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	百	pa⁵⁵	1 7 8	AXT	PA5	6	6.P.C 6.A.V 6.5.T	1.6 3.0 1.0	0	1131
10935	bahengeast-Chen-2013-888-451-1		bahengeast	Chen-2013-888-451	pe⁵⁵	pe⁵⁵	p e ⁵⁵		Chen2013			百	1634	HUNDRED	Baheng, East	pahn1237					Baheng, East	百	pe⁵⁵	1 7 8	AXT	PE5	1	1.P.C 1.E.V 1.5.T	1.6 3.0 1.0	0	1131
10922	luobuoheeastern-Chen-2013-888-451-1		luobuoheeastern	Chen-2013-888-451	pzi²⁴	pzi²⁴	p z i ²⁴		Chen2013			百	1634	HUNDRED	Luobuohe, Eastern	luop1235					Luobuohe, Eastern	百	pzi²⁴	1 3 7 8	ACXT	PSI2	7	7.P.C 7.S.C 7.I.V 7.2.T	1.6 1.2 3.0 1.0	1	1131
10923	luobuohewestern-Chen-2013-888-451-1		luobuohewestern	Chen-2013-888-451	pji³⁵	pji³⁵	p j i ³⁵		Chen2013			百	1634	HUNDRED	Luobuohe, Western	luop1235					Luobuohe, Western	百	pji³⁵	1 6 7 8	ACXT	PJI2	8	8.P.C 8.J.C 8.I.V 8.2.T	1.6 1.2 3.0 1.0	0	1131
10924	chuanqiandian-Chen-2013-888-451-1		chuanqiandian	Chen-2013-888-451	pua⁴⁴	pua⁴⁴	p ua ⁴⁴		Chen2013			百	1634	HUNDRED	Chuanqiandian	chua1256					Chuanqiandian	百	pua⁴⁴	1 7 8	AXT	PY5	3	3.P.C 3.Y.V 3.5.T	1.6 3.0 1.0	0	1131
10927	chuanqiandiannortheastyunnan-Chen-2013-888-451-1		chuanqiandiannortheastyunnan	Chen-2013-888-451	pa³³	pa³³	p a ³³		Chen2013			百	1634	HUNDRED	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	百	pa³³	1 7 8	AXT	PA4	5	5.P.C 5.A.V 5.4.T	1.6 3.0 1.0	0	1131
10931	qiandongeast-Chen-2013-888-451-1		qiandongeast	Chen-2013-888-451	pɛ⁴⁴	pɛ⁴⁴	p ɛ ⁴⁴		Chen2013			百	1634	HUNDRED	Qiandong, East	east2370					Qiandong, East	百	pɛ⁴⁴	1 7 8	AXT	PE5	9	9.P.C 9.E.V 9.5.T	1.6 3.0 1.0	1	1131
10933	qiandongwest-Chen-2013-888-451-1		qiandongwest	Chen-2013-888-451	pæ³³	pæ³³	p æ ³³		Chen2013			百	1634	HUNDRED	Qiandong, West						Qiandong, West	百	pæ³³	1 7 8	AXT	PE4	10	10.P.C 10.E.V 10.4.T	1.6 3.0 1.0	1	1131
10934	bahengwest-Chen-2013-888-451-1		bahengwest	Chen-2013-888-451	pei⁵⁵	pei⁵⁵	p ei ⁵⁵		Chen2013			百	1634	HUNDRED	Baheng, West	pahn1237					Baheng, West	百	pei⁵⁵	1 7 8	AXT	PE5	2	2.P.C 2.E.V 2.5.T	1.6 3.0 1.0	1	1131
3380	chuanqiandiancentralguizhou-Chen-2013-888-138-1		chuanqiandiancentralguizhou	Chen-2013-888-138	qə⁰²tə¹³	qə⁰²tə¹³	q ə ²/⁰ + t ə ¹³		Chen2013			皮	763	SKIN	Chuanqiandian, Central Guizhou	nort2749					Chuanqiandian, Central Guizhou	皮	qə²/⁰+tə¹³	1 7 8 9 1 7 8	AXT_AXT	KE6_TE2	4	4.K.C 4.E.V 4.6.T 4._._ 4.T.C 4.E.V 4.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	1132 1136
3381	chuanqiandiansouthernguizhou-Chen-2013-888-138-1		chuanqiandiansouthernguizhou	Chen-2013-888-138	tə⁴²	tə⁴²	t ə ⁴²		Chen2013			皮	763	SKIN	Chuanqiandian, Southern Guizhou	cent1394					Chuanqiandian, Southern Guizhou	皮	tə⁴²	1 7 8	AXT	TE3	6	6.T.C 6.E.V 6.3.T	1.6 3.0 1.0	0	1135
3382	chuanqiandiannortheastyunnan-Chen-2013-888-138-1		chuanqiandiannortheastyunnan	Chen-2013-888-138	pi³³tey³³ȵɦu³⁵	pi³³tey³³ȵɦu³⁵	p i ³³ + t ey ³³ + ȵ ɦ u ³⁵		Chen2013			皮	763	SKIN	Chuanqiandian, Northeast Yunnan	larg1235					Chuanqiandian, Northeast Yunnan	皮	pi³³+tey³³+ȵɦu³⁵	1 7 8 9 1 7 8 9 4 3 7 8	AXT_AXT_ACYT	PI4_TE4_NHY2	5	5.P.C 5.I.V 5.4.T 5._._ 5.T.C 5.E.V 5.4.T 5._._ 5.N.C 5.H.C 5.Y.V 5.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	1137 1136 1133
3386	qiandongeast-Chen-2013-888-138-1		qiandongeast	Chen-2013-888-138	to³³	to³³	t o ³³		Chen2013			皮	763	SKIN	Qiandong, East	east2370					Qiandong, East	皮	to³³	1 7 8	AXT	TU4	9	9.T.C 9.U.V 9.4.T	1.6 3.0 1.0	0	1135
3388	qiandongwest-Chen-2013-888-138-1		qiandongwest	Chen-2013-888-138	ɬjɔ³³	ɬjɔ³³	ɬ j ɔ ³³		Chen2013			皮	763	SKIN	Qiandong, West						Qiandong, West	皮	ɬjɔ³³	5 6 7 8	ACXT	LJU4	10	10.L.C 10.J.C 10.U.V 10.4.T	1.6 1.2 3.0 1.0	0	1134
