ID	ID	LOCAL_ID	LANGUAGE_ID	PARAMETER_ID	VALUE	FORM	SEGMENTS	COMMENT	SOURCE	COGNACY	LOAN	CONCEPT_NAME	CONCEPT_CONCEPTICON_ID	CONCEPT_CONCEPTICON_GLOSS	LANGUAGE_NAME	LANGUAGE_GLOTTOCODE	LANGUAGE_GLOTTOLOG_NAME	LANGUAGE_ISO639P3CODE	LANGUAGE_MACROAREA	LANGUAGE_FAMILY	DOCULECT	CONCEPT	IPA	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGIDS	STRUCTURE	ALIGNMENT	TOKENS	CROSSIDS
5146	luobuoheeastern-Chen-2013-888-211-1		luobuoheeastern	Chen-2013-888-211	pzi⁵⁵ʁlei³¹	pzi⁵⁵ʁlei³¹	p z i ⁵⁵ + ʁ l ei ³¹		Chen2013			桃	2043	PEACH	Luobuohe, Eastern	luop1235					luobuoheeastern	桃	pzi⁵⁵+ʁlei³¹	1 3 7 8 9 5 5 7 8	ACXT_ACYT	PSI5_RLE3	7	7.P.C 7.S.C 7.I.V 7.5.T 7._._ 7.R.C 7.L.C 7.E.V 7.3.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	2076 2075	i m n t + i m n t	p z i ⁵⁵ + ʁ l ei - ³¹	p z i ⁵⁵ + ʁ l ei ³¹	1996 2075
5147	luobuohewestern-Chen-2013-888-211-1		luobuohewestern	Chen-2013-888-211	pje⁵⁵ʁlei³¹	pje⁵⁵ʁlei³¹	p j e ⁵⁵ + ʁ l ei ³¹		Chen2013			桃	2043	PEACH	Luobuohe, Western	luop1235					luobuohewestern	桃	pje⁵⁵+ʁlei³¹	1 6 7 8 9 5 5 7 8	ACXT_ACYT	PJE5_RLE3	8	8.P.C 8.J.C 8.E.V 8.5.T 8._._ 8.R.C 8.L.C 8.E.V 8.3.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	2076 2075	i m n t + i m n t	p j e ⁵⁵ + ʁ l ei - ³¹	p j e ⁵⁵ + ʁ l ei ³¹	1996 2075
5148	chuanqiandian-Chen-2013-888-211-1		chuanqiandian	Chen-2013-888-211	tsi⁵⁵tlua³¹	tsi⁵⁵tlua³¹	ts i ⁵⁵ + t l ua ³¹		Chen2013			桃	2043	PEACH	Chuanqiandian	chua1256					chuanqiandian	桃	tsi⁵⁵+tlua³¹	2 7 8 9 1 5 7 8	AXT_ACXT	CI5_TLY3	3	3.C.C 3.I.V 3.5.T 3._._ 3.T.C 3.L.C 3.Y.V 3.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	2078 2075	i n t + i m n t	ts i ⁵⁵ + t l ua - ³¹	t s i ⁵⁵ + t l ua ³¹	2078 2075
5149	chuanqiandiancentralguizhou-Chen-2013-888-211-1		chuanqiandiancentralguizhou	Chen-2013-888-211	pi¹³tɬa⁵⁵	pi¹³tɬa⁵⁵	p i ¹³ + tɬ a ⁵⁵		Chen2013			桃	2043	PEACH	Chuanqiandian, Central Guizhou	nort2749					chuanqiandiancentralguizhou	桃	pi¹³+tɬa⁵⁵	1 7 8 9 1 7 8	AXT_AXT	PI2_TA5	4	4.P.C 4.I.V 4.2.T 4._._ 4.T.C 4.A.V 4.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	2076 2075	i n t + i n t	p - i ¹³ + tɬ - a - ⁵⁵	p i ¹³ + t ɬ a ⁵⁵	1996 2075
5150	chuanqiandiansouthernguizhou-Chen-2013-888-211-1		chuanqiandiansouthernguizhou	Chen-2013-888-211	pei⁴²ɬa⁵³	pei⁴²ɬa⁵³	p ei ⁴² + ɬ a ⁵³		Chen2013			桃	2043	PEACH	Chuanqiandian, Southern Guizhou	cent1394					chuanqiandiansouthernguizhou	桃	pei⁴²+ɬa⁵³	1 7 8 9 5 7 8	AXT_AXT	PE3_LA3	6	6.P.C 6.E.V 6.3.T 6._._ 6.L.C 6.A.V 6.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	2076 2075	i n t + i n t	p - ei ⁴² + ɬ - a - ⁵³	p ei ⁴² + ɬ a ⁵³	1996 2075
5155	qiandongeast-Chen-2013-888-211-1		qiandongeast	Chen-2013-888-211	tsen³³sen²²	tsen³³sen²²	ts e n ³³ + s e n ²²		Chen2013			桃	2043	PEACH	Qiandong, East	east2370					qiandongeast	桃	tsen³³+sen²²	2 7 4 8 9 3 7 4 8	AXLT_AXLT	CEN4_SEN1	9	9.C.C 9.E.V 9.N.c 9.4.T 9._._ 9.S.C 9.E.V 9.N.c 9.1.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	0	2075 2077	i n c t + i n c t	ts - e n ³³ + s - e n ²²	t s e n ³³ + s e n ²²	2075 2077
5157	qiandongwest-Chen-2013-888-211-1		qiandongwest	Chen-2013-888-211	pei¹³ɬue⁵⁵	pei¹³ɬue⁵⁵	p ei ¹³ + ɬ ue ⁵⁵		Chen2013			桃	2043	PEACH	Qiandong, West						qiandongwest	桃	pei¹³+ɬue⁵⁵	1 7 8 9 5 7 8	AXT_AXT	PE2_LY5	10	10.P.C 10.E.V 10.2.T 10._._ 10.L.C 10.Y.V 10.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	2076 2075	i n t + i n t	p - ei ¹³ + ɬ - ue - ⁵⁵	p ei ¹³ + ɬ ue ⁵⁵	1996 2075
5151	chuanqiandiannortheastyunnan-Chen-2013-888-211-1		chuanqiandiannortheastyunnan	Chen-2013-888-211	tsɿ³³dlɦa³⁵	tsɿ³³dlɦa³⁵	ts ɿ ³³ + dʱ l a ³⁵		Chen2013			桃	2043	PEACH	Chuanqiandian, Northeast Yunnan	larg1235					chuanqiandiannortheastyunnan	桃	tsɿ³³+dʱla³⁵	2 7 8 9 1 5 7 8	AXT_ACXT	CI4_TLA2	5	5.C.C 5.I.V 5.4.T 5._._ 5.T.C 5.L.C 5.A.V 5.2.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	2078 2075	i n t + i m n t	ts ɿ ³³ + dʱ l a - ³⁵	t s ɿ ³³ + dʱ l a ³⁵	2078 2075
5158	bahengwest-Chen-2013-888-211-1		bahengwest	Chen-2013-888-211	tjei³¹kwi³³	tjei³¹kwi³³	t j ei ³¹ + k w i ³³		Chen2013			桃	2043	PEACH	Baheng, West	pahn1237					bahengwest	桃	tjei³¹+kwi³³	1 6 7 8 9 1 6 7 8	ACXT_ACXT	TJE3_KWI4	2	2.T.C 2.J.C 2.E.V 2.3.T 2._._ 2.K.C 2.W.C 2.I.V 2.4.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	2076 2077	i m n t + i m n t	t j ei ³¹ + k w i - ³³	t j ei ³¹ + k w i ³³	1996 2077
5159	bahengeast-Chen-2013-888-211-1		bahengeast	Chen-2013-888-211	pjei³¹³kwi³³	pjei³¹³kwi³³	p j ei ³¹³ + k w i ³³		Chen2013			桃	2043	PEACH	Baheng, East	pahn1237					bahengeast	桃	pjei³¹³+kwi³³	1 6 7 8 9 1 6 7 8	ACXT_ACXT	PJE6_KWI4	1	1.P.C 1.J.C 1.E.V 1.6.T 1._._ 1.K.C 1.W.C 1.I.V 1.4.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	2076 2077	i m n t + i m n t	p j ei ³¹³ + k w i - ³³	p j ei ³¹³ + k w i ³³	1996 2077
8926	luobuoheeastern-Chen-2013-888-368-1		luobuoheeastern	Chen-2013-888-368	ʔa⁰²ʈo³¹	ʔa⁰²ʈo³¹	ʔ a ²/⁰ + ʈ o ³¹		Chen2013			桌子	1775	TABLE	Luobuohe, Eastern	luop1235					luobuoheeastern	桌子	ʔa²/⁰+ʈo³¹	1 7 8 9 1 7 8	AXT_AXT	HA6_TU3	7	7.H.C 7.A.V 7.6.T 7._._ 7.T.C 7.U.V 7.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	2081 2080	i n t + i n t	ʔ a ²/⁰ + ʈ o ³¹	ʔ a ² / ⁰ + ʈ o ³¹	192 2080
8927	luobuohewestern-Chen-2013-888-368-1		luobuohewestern	Chen-2013-888-368	ʔə⁰²ʈo³¹	ʔə⁰²ʈo³¹	ʔ ə ²/⁰ + ʈ o ³¹		Chen2013			桌子	1775	TABLE	Luobuohe, Western	luop1235					luobuohewestern	桌子	ʔə²/⁰+ʈo³¹	1 7 8 9 1 7 8	AXT_AXT	HE6_TU3	8	8.H.C 8.E.V 8.6.T 8._._ 8.T.C 8.U.V 8.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	2081 2080	i n t + i n t	ʔ ə ²/⁰ + ʈ o ³¹	ʔ ə ² / ⁰ + ʈ o ³¹	192 2080
8928	chuanqiandian-Chen-2013-888-368-1		chuanqiandian	Chen-2013-888-368	ʈoŋ³¹	ʈoŋ³¹	ʈ o ŋ ³¹		Chen2013			桌子	1775	TABLE	Chuanqiandian	chua1256					chuanqiandian	桌子	ʈoŋ³¹	1 7 4 8	AXLT	TUN3	3	3.T.C 3.U.V 3.N.c 3.3.T	1.6 3.0 1.1 1.0	1	2082	i n c t	ʈ o ŋ ³¹	ʈ o ŋ ³¹	2082
8929	chuanqiandiancentralguizhou-Chen-2013-888-368-1		chuanqiandiancentralguizhou	Chen-2013-888-368	tʂu²⁴	tʂu²⁴	tʂ u ²⁴		Chen2013			桌子	1775	TABLE	Chuanqiandian, Central Guizhou	nort2749					chuanqiandiancentralguizhou	桌子	tʂu²⁴	1 7 8	AXT	TY2	4	4.T.C 4.Y.V 4.2.T	1.6 3.0 1.0	0	2079	i n t	tʂ u ²⁴	t ʂ u ²⁴	2079
8930	chuanqiandiansouthernguizhou-Chen-2013-888-368-1		chuanqiandiansouthernguizhou	Chen-2013-888-368	ʂoŋ²¹	ʂoŋ²¹	ʂ o ŋ ²¹		Chen2013			桌子	1775	TABLE	Chuanqiandian, Southern Guizhou	cent1394					chuanqiandiansouthernguizhou	桌子	ʂoŋ²¹	3 7 4 8	AXLT	SUN3	6	6.S.C 6.U.V 6.N.c 6.3.T	1.6 3.0 1.1 1.0	0	2082	i n c t	ʂ o ŋ ²¹	ʂ o ŋ ²¹	2082
8931	chuanqiandiannortheastyunnan-Chen-2013-888-368-1		chuanqiandiannortheastyunnan	Chen-2013-888-368	ki³³ɖɦau³⁵	ki³³ɖɦau³⁵	k i ³³ + ɖʰ au ³⁵		Chen2013			桌子	1775	TABLE	Chuanqiandian, Northeast Yunnan	larg1235					chuanqiandiannortheastyunnan	桌子	ki³³+ɖʰau³⁵	1 7 8 9 1 7 8	AXT_AXT	KI4_TA2	5	5.K.C 5.I.V 5.4.T 5._._ 5.T.C 5.A.V 5.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	1	2083 2080	i n t + i n t	k i ³³ + ɖʰ au ³⁵	k i ³³ + ɖʰ au ³⁵	2083 2080
8935	qiandongeast-Chen-2013-888-368-1		qiandongeast	Chen-2013-888-368	tɛ²²	tɛ²²	t ɛ ²²		Chen2013			桌子	1775	TABLE	Qiandong, East	east2370					qiandongeast	桌子	tɛ²²	1 7 8	AXT	TE1	9	9.T.C 9.E.V 9.1.T	1.6 3.0 1.0	0	2079	i n t	t ɛ ²²	t ɛ ²²	2079
8937	qiandongwest-Chen-2013-888-368-1		qiandongwest	Chen-2013-888-368	tæ⁵⁵	tæ⁵⁵	t æ ⁵⁵		Chen2013			桌子	1775	TABLE	Qiandong, West						qiandongwest	桌子	tæ⁵⁵	1 7 8	AXT	TE5	10	10.T.C 10.E.V 10.5.T	1.6 3.0 1.0	0	2079	i n t	t æ ⁵⁵	t æ ⁵⁵	2079
8938	bahengwest-Chen-2013-888-368-1		bahengwest	Chen-2013-888-368	tʰɔ³⁵	tʰɔ³⁵	tʰ ɔ ³⁵		Chen2013			桌子	1775	TABLE	Baheng, West	pahn1237					bahengwest	桌子	tʰɔ³⁵	1 7 8	AXT	TU2	2	2.T.C 2.U.V 2.2.T	1.6 3.0 1.0	0	2079	i n t	tʰ ɔ ³⁵	tʰ ɔ ³⁵	2079
8939	bahengeast-Chen-2013-888-368-1		bahengeast	Chen-2013-888-368	tʰau³⁵	tʰau³⁵	tʰ au ³⁵		Chen2013			桌子	1775	TABLE	Baheng, East	pahn1237					bahengeast	桌子	tʰau³⁵	1 7 8	AXT	TA2	1	1.T.C 1.A.V 1.2.T	1.6 3.0 1.0	1	2079	i n t	tʰ au ³⁵	tʰ au ³⁵	2079
860	luobuoheeastern-Chen-2013-888-36-1		luobuoheeastern	Chen-2013-888-36	qo⁰⁵kuŋ²⁴	qo⁰⁵kuŋ²⁴	q o ⁵/⁰ + k u ŋ ²⁴		Chen2013			桥	1011	BRIDGE	Luobuohe, Eastern	luop1235					luobuoheeastern	桥	qo⁵/⁰+kuŋ²⁴	1 7 8 9 1 7 4 8	AXT_AXLT	KU6_KYN2	7	7.K.C 7.U.V 7.6.T 7._._ 7.K.C 7.Y.V 7.N.c 7.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0	2088 2086	i n t + i n c t	q o ⁵/⁰ + k u ŋ ²⁴	q o ⁵ / ⁰ + k u ŋ ²⁴	2088 2086
861	luobuohewestern-Chen-2013-888-36-1		luobuohewestern	Chen-2013-888-36	ʔə⁰²koŋ³⁵	ʔə⁰²koŋ³⁵	ʔ ə ²/⁰ + k o ŋ ³⁵		Chen2013			桥	1011	BRIDGE	Luobuohe, Western	luop1235					luobuohewestern	桥	ʔə²/⁰+koŋ³⁵	1 7 8 9 1 7 4 8	AXT_AXLT	HE6_KUN2	8	8.H.C 8.E.V 8.6.T 8._._ 8.K.C 8.U.V 8.N.c 8.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0	2087 2086	i n t + i n c t	ʔ ə ²/⁰ + k o ŋ ³⁵	ʔ ə ² / ⁰ + k o ŋ ³⁵	2087 2086
862	chuanqiandian-Chen-2013-888-36-1		chuanqiandian	Chen-2013-888-36	tɕʰau³¹	tɕʰau³¹	tɕʰ au ³¹		Chen2013			桥	1011	BRIDGE	Chuanqiandian	chua1256					chuanqiandian	桥	tɕʰau³¹	2 7 8	AXT	CA3	3	3.C.C 3.A.V 3.3.T	1.6 3.0 1.0	0	2084	i n t	tɕʰ au ³¹	t ɕʰ au ³¹	2084
863	chuanqiandiancentralguizhou-Chen-2013-888-36-1		chuanqiandiancentralguizhou	Chen-2013-888-36	ɬa²⁴	ɬa²⁴	ɬ a ²⁴		Chen2013			桥	1011	BRIDGE	Chuanqiandian, Central Guizhou	nort2749					chuanqiandiancentralguizhou	桥	ɬa²⁴	5 7 8	AXT	LA2	4	4.L.C 4.A.V 4.2.T	1.6 3.0 1.0	0	2085	i n t	ɬ a ²⁴	ɬ a ²⁴	2085
871	qiandongwest-Chen-2013-888-36-1		qiandongwest	Chen-2013-888-36	tɕeu⁵⁵	tɕeu⁵⁵	tɕ eu ⁵⁵		Chen2013			桥	1011	BRIDGE	Qiandong, West						qiandongwest	桥	tɕeu⁵⁵	2 7 8	AXT	CE5	10	10.C.C 10.E.V 10.5.T	1.6 3.0 1.0	0	2084	i n t	tɕ eu ⁵⁵	t ɕ eu ⁵⁵	2084
872	bahengwest-Chen-2013-888-36-1		bahengwest	Chen-2013-888-36	tɕei⁴⁴	tɕei⁴⁴	tɕ ei ⁴⁴		Chen2013			桥	1011	BRIDGE	Baheng, West	pahn1237					bahengwest	桥	tɕei⁴⁴	2 7 8	AXT	CE5	2	2.C.C 2.E.V 2.5.T	1.6 3.0 1.0	0	2084	i n t	tɕ ei ⁴⁴	t ɕ ei ⁴⁴	2084
865	chuanqiandiannortheastyunnan-Chen-2013-888-36-1		chuanqiandiannortheastyunnan	Chen-2013-888-36	ɬa⁵⁵	ɬa⁵⁵	ɬ a ⁵⁵		Chen2013			桥	1011	BRIDGE	Chuanqiandian, Northeast Yunnan	larg1235					chuanqiandiannortheastyunnan	桥	ɬa⁵⁵	5 7 8	AXT	LA5	5	5.L.C 5.A.V 5.5.T	1.6 3.0 1.0	0	2085	i n t	ɬ a ⁵⁵	ɬ a ⁵⁵	2085
873	bahengeast-Chen-2013-888-36-1		bahengeast	Chen-2013-888-36	tje³¹	tje³¹	t j e ³¹		Chen2013			桥	1011	BRIDGE	Baheng, East	pahn1237					bahengeast	桥	tje³¹	1 6 7 8	ACXT	TJE3	1	1.T.C 1.J.C 1.E.V 1.3.T	1.6 1.2 3.0 1.0	0	2089	i m n t	t j e ³¹	t j e ³¹	2089
869	qiandongeast-Chen-2013-888-36-1		qiandongeast	Chen-2013-888-36	tɕou²²	tɕou²²	tɕ ɔ ²²		Chen2013			桥	1011	BRIDGE	Qiandong, East	east2370					qiandongeast	桥	tɕɔ²²	2 7 8	AXT	CU1	9	9.C.C 9.U.V 9.1.T	1.6 3.0 1.0	0	2084	i n t	tɕ ɔ ²²	t ɕ ɔ ²²	2084
864	chuanqiandiansouthernguizhou-Chen-2013-888-36-1		chuanqiandiansouthernguizhou	Chen-2013-888-36	la²²	la²²	l a ²²		Chen2013			桥	1011	BRIDGE	Chuanqiandian, Southern Guizhou	cent1394					chuanqiandiansouthernguizhou	桥	la²²	5 7 8	AXT	LA1	6	6.L.C 6.A.V 6.1.T	1.6 3.0 1.0	0	2085	i n t	l a ²²	l a ²²	2085
5193	luobuoheeastern-Chen-2013-888-213-1		luobuoheeastern	Chen-2013-888-213	pzi⁵⁵ja³¹	pzi⁵⁵ja³¹	p z i ⁵⁵ + j a ³¹		Chen2013			梨	922	PEAR	Luobuohe, Eastern	luop1235					luobuoheeastern	梨	pzi⁵⁵+ja³¹	1 3 7 8 9 6 7 8	ACXT_AXT	PSI5_JA3	7	7.P.C 7.S.C 7.I.V 7.5.T 7._._ 7.J.C 7.A.V 7.3.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	0	2091 2090	i m n t + m n t	p z i ⁵⁵ + - j a - ³¹	p z i ⁵⁵ + j a ³¹	1996 2090
5194	luobuohewestern-Chen-2013-888-213-1		luobuohewestern	Chen-2013-888-213	pje⁵⁵ja³¹	pje⁵⁵ja³¹	p j e ⁵⁵ + j a ³¹		Chen2013			梨	922	PEAR	Luobuohe, Western	luop1235					luobuohewestern	梨	pje⁵⁵+ja³¹	1 6 7 8 9 6 7 8	ACXT_AXT	PJE5_JA3	8	8.P.C 8.J.C 8.E.V 8.5.T 8._._ 8.J.C 8.A.V 8.3.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	0	2091 2090	i m n t + m n t	p j e ⁵⁵ + - j a - ³¹	p j e ⁵⁵ + j a ³¹	1996 2090
5195	chuanqiandian-Chen-2013-888-213-1		chuanqiandian	Chen-2013-888-213	tsi⁵⁵ʐua³¹	tsi⁵⁵ʐua³¹	ts i ⁵⁵ + ʐ ua ³¹		Chen2013			梨	922	PEAR	Chuanqiandian	chua1256					chuanqiandian	梨	tsi⁵⁵+ʐua³¹	2 7 8 9 3 7 8	AXT_AXT	CI5_SY3	3	3.C.C 3.I.V 3.5.T 3._._ 3.S.C 3.Y.V 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	2092 2090	i n t + i n t	ts i ⁵⁵ + ʐ - ua - ³¹	t s i ⁵⁵ + ʐ ua ³¹	1961 2090
5196	chuanqiandiancentralguizhou-Chen-2013-888-213-1		chuanqiandiancentralguizhou	Chen-2013-888-213	pi¹³ʐu⁵⁵	pi¹³ʐu⁵⁵	p i ¹³ + ʐ u ⁵⁵		Chen2013			梨	922	PEAR	Chuanqiandian, Central Guizhou	nort2749					chuanqiandiancentralguizhou	梨	pi¹³+ʐu⁵⁵	1 7 8 9 3 7 8	AXT_AXT	PI2_SY5	4	4.P.C 4.I.V 4.2.T 4._._ 4.S.C 4.Y.V 4.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	2091 2090	i n t + i n t	p - i ¹³ + ʐ - u - ⁵⁵	p i ¹³ + ʐ u ⁵⁵	1996 2090
5197	chuanqiandiansouthernguizhou-Chen-2013-888-213-1		chuanqiandiansouthernguizhou	Chen-2013-888-213	pei⁴²ʐa⁵³	pei⁴²ʐa⁵³	p ei ⁴² + ʐ a ⁵³		Chen2013			梨	922	PEAR	Chuanqiandian, Southern Guizhou	cent1394					chuanqiandiansouthernguizhou	梨	pei⁴²+ʐa⁵³	1 7 8 9 3 7 8	AXT_AXT	PE3_SA3	6	6.P.C 6.E.V 6.3.T 6._._ 6.S.C 6.A.V 6.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	2091 2090	i n t + i n t	p - ei ⁴² + ʐ - a - ⁵³	p ei ⁴² + ʐ a ⁵³	1996 2090
5198	chuanqiandiannortheastyunnan-Chen-2013-888-213-1		chuanqiandiannortheastyunnan	Chen-2013-888-213	tsɿ⁵⁵zɦa³⁵	tsɿ⁵⁵zɦa³⁵	ts ɿ ⁵⁵ + z ɦ a ³⁵		Chen2013			梨	922	PEAR	Chuanqiandian, Northeast Yunnan	larg1235					chuanqiandiannortheastyunnan	梨	tsɿ⁵⁵+zɦa³⁵	2 7 8 9 3 3 7 8	AXT_ACYT	CI5_SHA2	5	5.C.C 5.I.V 5.5.T 5._._ 5.S.C 5.H.C 5.A.V 5.2.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	2092 2090	i n t + i m n t	ts ɿ ⁵⁵ + z ɦ a - ³⁵	t s ɿ ⁵⁵ + z ɦ a ³⁵	1961 2090
5202	qiandongeast-Chen-2013-888-213-1		qiandongeast	Chen-2013-888-213	tsen³³ʑa²²	tsen³³ʑa²²	ts e n ³³ + ʑ a ²²		Chen2013			梨	922	PEAR	Qiandong, East	east2370					qiandongeast	梨	tsen³³+ʑa²²	2 7 4 8 9 3 7 8	AXLT_AXT	CEN4_SA1	9	9.C.C 9.E.V 9.N.c 9.4.T 9._._ 9.S.C 9.A.V 9.1.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	0	2090 2090	i n c t + i n t	ts - e n ³³ + ts - e n ³³	t s e n ³³ + ʑ a ²²	2090 2090
5204	qiandongwest-Chen-2013-888-213-1		qiandongwest	Chen-2013-888-213	pei¹³ɣa⁵⁵	pei¹³ɣa⁵⁵	p ei ¹³ + ɣ a ⁵⁵		Chen2013			梨	922	PEAR	Qiandong, West						qiandongwest	梨	pei¹³+ɣa⁵⁵	1 7 8 9 3 7 8	AXT_AXT	PE2_GA5	10	10.P.C 10.E.V 10.2.T 10._._ 10.G.C 10.A.V 10.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	2091 2090	i n t + i n t	p - ei ¹³ + ɣ - a - ⁵⁵	p ei ¹³ + ɣ a ⁵⁵	1996 2090
5205	bahengwest-Chen-2013-888-213-1		bahengwest	Chen-2013-888-213	tjei³¹jei³³	tjei³¹jei³³	t j ei ³¹ + j ei ³³		Chen2013			梨	922	PEAR	Baheng, West	pahn1237					bahengwest	梨	tjei³¹+jei³³	1 6 7 8 9 6 7 8	ACXT_AXT	TJE3_JE4	2	2.T.C 2.J.C 2.E.V 2.3.T 2._._ 2.J.C 2.E.V 2.4.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	0	2091 2090	i m n t + m n t	t j ei ³¹ + - j ei - ³³	t j ei ³¹ + j ei ³³	1996 2090
5206	bahengeast-Chen-2013-888-213-1		bahengeast	Chen-2013-888-213	pjei³¹³ve³³	pjei³¹³ve³³	p j ei ³¹³ + v e ³³		Chen2013			梨	922	PEAR	Baheng, East	pahn1237					bahengeast	梨	pjei³¹³+ve³³	1 6 7 8 9 3 7 8	ACXT_AXT	PJE6_BE4	1	1.P.C 1.J.C 1.E.V 1.6.T 1._._ 1.B.C 1.E.V 1.4.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	0	2091 2090	i m n t + i n t	p j ei ³¹³ + v - e - ³³	p j ei ³¹³ + v e ³³	1996 2090
9664	luobuoheeastern-Chen-2013-888-399-1		luobuoheeastern	Chen-2013-888-399	ʔa⁰²tʰi³¹	ʔa⁰²tʰi³¹	ʔ a ²/⁰ + tʰ i ³¹		Chen2013			梯子	1464	LADDER	Luobuohe, Eastern	luop1235					luobuoheeastern	梯子	ʔa²/⁰+tʰi³¹	1 7 8 9 1 7 8	AXT_AXT	HA6_TI3	7	7.H.C 7.A.V 7.6.T 7._._ 7.T.C 7.I.V 7.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	2095 2093	i n t + i n t	ʔ a ²/⁰ + tʰ i ³¹	ʔ a ² / ⁰ + tʰ i ³¹	192 2093
9665	luobuohewestern-Chen-2013-888-399-1		luobuohewestern	Chen-2013-888-399	ʔə⁰²tʰe³¹	ʔə⁰²tʰe³¹	ʔ ə ²/⁰ + tʰ e ³¹		Chen2013			梯子	1464	LADDER	Luobuohe, Western	luop1235					luobuohewestern	梯子	ʔə²/⁰+tʰe³¹	1 7 8 9 1 7 8	AXT_AXT	HE6_TE3	8	8.H.C 8.E.V 8.6.T 8._._ 8.T.C 8.E.V 8.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	2095 2093	i n t + i n t	ʔ ə ²/⁰ + tʰ e ³¹	ʔ ə ² / ⁰ + tʰ e ³¹	192 2093
9666	chuanqiandian-Chen-2013-888-399-1		chuanqiandian	Chen-2013-888-399	ntai⁵⁵	ntai⁵⁵	ⁿt ai ⁵⁵		Chen2013			梯子	1464	LADDER	Chuanqiandian	chua1256					chuanqiandian	梯子	ⁿtai⁵⁵	1 7 8	AXT	TA5	3	3.T.C 3.A.V 3.5.T	1.6 3.0 1.0	0	2094	i n t	ⁿt ai ⁵⁵	ⁿt ai ⁵⁵	2094
9667	chuanqiandiancentralguizhou-Chen-2013-888-399-1		chuanqiandiancentralguizhou	Chen-2013-888-399	qo¹³tʂõ³¹	qo¹³tʂõ³¹	q o ¹³ + tʂ õ ³¹		Chen2013			梯子	1464	LADDER	Chuanqiandian, Central Guizhou	nort2749					chuanqiandiancentralguizhou	梯子	qo¹³+tʂõ³¹	1 7 8 9 1 7 8	AXT_AXT	KU2_TU3	4	4.K.C 4.U.V 4.2.T 4._._ 4.T.C 4.U.V 4.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	2098 2093	i n t + i n t	q o ¹³ + tʂ õ ³¹	q o ¹³ + t ʂ õ ³¹	2098 2093
9668	chuanqiandiansouthernguizhou-Chen-2013-888-399-1		chuanqiandiansouthernguizhou	Chen-2013-888-399	ʈua³²tua²²	ʈua³²tua²²	ʈ ua ³² + t ua ²²		Chen2013			梯子	1464	LADDER	Chuanqiandian, Southern Guizhou	cent1394					chuanqiandiansouthernguizhou	梯子	ʈua³²+tua²²	1 7 8 9 1 7 8	AXT_AXT	TY3_TY1	6	6.T.C 6.Y.V 6.3.T 6._._ 6.T.C 6.Y.V 6.1.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	2094 2093	i n t + i n t	ʈ ua ³² + t ua ²²	ʈ ua ³² + t ua ²²	2094 2093
9669	chuanqiandiannortheastyunnan-Chen-2013-888-399-1		chuanqiandiannortheastyunnan	Chen-2013-888-399	tʰau³³dʐu³³	tʰau³³dʐu³³	tʰ au ³³ + dʐ u ³³		Chen2013			梯子	1464	LADDER	Chuanqiandian, Northeast Yunnan	larg1235					chuanqiandiannortheastyunnan	梯子	tʰau³³+dʐu³³	1 7 8 9 1 7 8	AXT_AXT	TA4_TY4	5	5.T.C 5.A.V 5.4.T 5._._ 5.T.C 5.Y.V 5.4.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	2094 2093	i n t + i n t	tʰ au ³³ + dʐ u ³³	tʰ au ³³ + d ʐ u ³³	2094 2093
